file_name,Pitch (Hz),Input delay (ms),Spectral Centroid (Hz),Spectral Bandwidth (Hz),Spectral Roll-off (Hz),RMS Energy,Spectral Flatness,MFCCs_1,MFCCs_2,MFCCs_3,MFCCs_4,MFCCs_5,MFCCs_6,MFCCs_7,MFCCs_8,MFCCs_9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,Spectral Contrast (dB)_1,Spectral Contrast (dB)_2,Spectral Contrast (dB)_3,Spectral Contrast (dB)_4,Spectral Contrast (dB)_5,Spectral Contrast (dB)_6,Spectral Contrast (dB)_7
B2_329.wav,122.20347,44.00000000000004,1571.9804601770584,3759.024663428316,2330.9326171875,0.055958778,9.566816e-05,-404.26782,136.52019,6.339625,44.425186,12.989381,19.043854,18.12593,5.8625393,10.340002,6.4670124,3.9952602,4.851169,2.8911455,23.550621701384628,19.441287378780206,20.292428093310985,24.085861273808177,23.188416152446305,19.520168105522988,20.272095578715618
B2_330.wav,122.04955,44.00000000000004,1421.231450554731,3506.419781399969,2053.419502617801,0.056002956,8.2447004e-05,-412.99747,149.84232,-1.0490352,37.45882,28.048815,8.565741,18.36071,12.197516,5.3614273,6.978832,6.256505,3.28674,2.60058,23.42387049924296,19.359293479455626,20.179799950531052,24.393667714886266,22.54554550424106,20.298004953029334,18.08496201432934
B2_331.wav,120.94247,44.00000000000004,1232.0496633738692,3264.5898544580577,1722.412109375,0.055886988,7.051772e-05,-435.87402,171.11726,13.315719,5.314823,31.453123,26.461632,11.123032,7.1180854,8.125729,7.8103905,6.2652917,3.413823,2.1502836,23.41902911430439,19.441543680501777,20.279974156442346,23.437823570715164,24.270126723487333,20.158166284222453,15.031441138255238
B2_332.wav,122.19627,44.00000000000004,1117.2584836358833,3141.698469373055,1542.7028795811518,0.05633978,6.381384e-05,-465.78494,176.24092,52.720043,10.91187,5.3426433,13.086951,15.688664,11.969241,9.51621,8.209653,6.4087896,3.382118,1.8894047,23.70461919441956,19.400840965586532,20.224265266878657,25.972649846150816,23.003329413943188,16.3073500546403,14.784876209334731
B2_333.wav,122.3233,44.00000000000004,1017.2987476400916,3021.430000838583,1329.9560546875,0.057819724,5.7458547e-05,-504.53647,155.35689,73.88882,44.870117,24.709991,13.280273,8.578513,6.329697,4.9149876,2.75012,1.5316471,0.6318664,1.1361842,23.6912628053077,19.494052386051123,22.074302882869784,23.202256873278476,18.424577433095035,15.666230298608456,14.640473875335772
B2_334.wav,122.13957,44.00000000000004,915.3133234165847,2886.60297836611,1111.133835078534,0.06623602,5.032255e-05,-528.905,122.15646,64.776825,52.12632,41.73833,31.678593,22.826982,15.777732,11.044846,7.361429,5.111276,3.152547,2.3892484,23.770528280600196,17.043194358736795,21.65017310830917,18.15767359572884,17.254159892832863,15.274928084712135,14.704225282823936
B2_335.wav,122.02625,44.00000000000004,896.3004389577017,2959.81574325394,957.6069078947369,0.05713778,3.7201873e-05,-532.34985,94.31072,50.13237,43.11009,38.088997,32.94869,28.080042,23.52263,19.671644,16.052736,12.953666,9.878425,7.551767,23.828711755340116,17.144796748561955,17.739047038211762,16.998716583610396,16.73677807793825,14.96122050486279,14.600209126706742
B2_336.wav,119.486,44.00000000000004,1118.8919678978793,3096.7223783791997,1644.311797752809,0.06023708,8.2139566e-05,-466.05157,132.01108,45.23057,34.797,27.724371,22.711903,17.269312,13.559089,10.654922,9.1107235,6.937016,4.981913,3.5668235,21.055726336254732,18.139163991155506,19.412882585849747,20.929636696597406,19.77680139903329,16.614654528726582,15.522796170283208
B2_337.wav,122.18766,44.00000000000004,1305.1804566684693,3322.131262205228,1602.21695026178,0.081823945,6.61182e-05,-377.3965,147.51276,3.3983524,39.874905,18.859156,15.960835,17.644426,7.8151593,8.861607,6.321206,4.8481197,3.8870716,2.8665226,23.945986642892898,19.559170513634083,20.333527447965924,24.030567155112532,23.26562791662624,19.983252083081968,19.750585197382104
B2_338.wav,122.22797,54.66666666666664,1195.814764235108,3120.6516463603357,1486.2565445026178,0.08168966,6.236671e-05,-387.63608,159.04405,2.5484931,29.673271,30.042816,11.390078,15.233266,11.80568,6.475847,6.858079,4.766634,3.9641323,2.7289708,24.039679810854373,19.367114915857748,20.353175801179656,23.857004988091617,23.514130269104843,20.913016029187897,17.73834343779926
B2_339.wav,121.41659,44.00000000000004,1033.6597599605777,2886.6246989486585,1262.3291015625,0.0816642,5.336425e-05,-412.6754,174.29933,23.041016,6.264672,25.64749,25.063032,11.947946,9.237885,8.310893,6.0538087,4.9641585,4.516947,2.5237515,24.153850939634694,19.401034370620717,20.238838600638644,23.807674701827562,24.461343459614692,20.08957682182636,15.005688251842864
B2_340.wav,122.01701,44.00000000000004,930.8862831307831,2761.9776963337295,1081.9289921465968,0.082107164,4.843975e-05,-444.93506,172.89523,58.34917,18.770533,8.704213,14.524778,15.062426,10.486076,6.804006,6.7004185,6.0230503,4.253423,2.6563187,24.358553518137132,19.39542637107791,20.191407880801417,25.943566193899585,22.560847077974906,16.1289564386881,14.956965193301327
B2_341.wav,122.293274,44.00000000000004,844.9336977075551,2659.842223533407,969.2817408376964,0.08373346,4.135127e-05,-481.84088,149.75897,73.01162,48.080345,27.8342,16.628998,10.586144,8.51632,6.6584153,5.0155125,2.9785347,1.6104621,1.0676917,24.18625628138627,19.519941156817335,22.25257610156175,23.308394289116443,18.54562301366746,15.842601264465577,14.792229237335421
B2_342.wav,122.15923,44.00000000000004,753.9962405705498,2521.9977039271066,776.3825261780105,0.09090221,3.6786478e-05,-506.8309,120.19723,62.784748,52.26484,41.309,32.56508,23.75571,17.27569,11.850954,8.763973,5.76222,4.205075,3.1070418,24.21787005620938,16.884947781428032,21.866169643750844,18.330869068243764,17.629840859550896,15.434367775297353,14.74213830209145
B2_343.wav,121.38877,44.00000000000004,847.6258355001765,2909.4264537848776,684.8684210526316,0.06171136,4.2622214e-05,-528.98883,99.031624,48.879524,43.14042,36.866253,32.60368,27.106815,23.136414,18.979769,15.974061,12.389289,9.688322,7.1749396,23.31054343614513,17.13298870766224,17.345270791481127,16.73600048443953,17.21253330910677,15.064261968198101,14.776635806456484
